"station_id"	"stationname"	"date"	"daytype"	"rides"	"loc"
"358320"	40960	"Pulaski-Orange"	"02/22/2017"	"W"	5578	"(41.799756, -87.724493)"
"358542"	40960	"Pulaski-Orange"	"03/30/2002"	"A"	1315	"(41.799756, -87.724493)"
"358558"	40960	"Pulaski-Orange"	"08/01/2014"	"W"	5100	"(41.799756, -87.724493)"
"358681"	40960	"Pulaski-Orange"	"08/11/2017"	"W"	4758	"(41.799756, -87.724493)"
"358686"	40960	"Pulaski-Orange"	"06/18/2010"	"W"	5214	"(41.799756, -87.724493)"
"359064"	40960	"Pulaski-Orange"	"12/13/2013"	"W"	5069	"(41.799756, -87.724493)"
"359241"	40960	"Pulaski-Orange"	"01/24/2001"	"W"	5530	"(41.799756, -87.724493)"
"359441"	40960	"Pulaski-Orange"	"04/09/2007"	"W"	5115	"(41.799756, -87.724493)"
"359787"	40960	"Pulaski-Orange"	"01/12/2014"	"U"	1339	"(41.799756, -87.724493)"
"360134"	40960	"Pulaski-Orange"	"01/17/2008"	"W"	5417	"(41.799756, -87.724493)"
"360310"	40960	"Pulaski-Orange"	"06/28/2013"	"W"	6284	"(41.799756, -87.724493)"
"360653"	40960	"Pulaski-Orange"	"12/12/2006"	"W"	5355	"(41.799756, -87.724493)"
"360667"	40960	"Pulaski-Orange"	"03/13/2016"	"U"	1292	"(41.799756, -87.724493)"
"360805"	40960	"Pulaski-Orange"	"03/06/2009"	"W"	4937	"(41.799756, -87.724493)"
"360863"	40960	"Pulaski-Orange"	"04/26/2005"	"W"	5416	"(41.799756, -87.724493)"
"361008"	40960	"Pulaski-Orange"	"04/29/2001"	"U"	930	"(41.799756, -87.724493)"
"361048"	40960	"Pulaski-Orange"	"02/12/2002"	"W"	4166	"(41.799756, -87.724493)"
"361511"	40960	"Pulaski-Orange"	"06/26/2017"	"W"	4678	"(41.799756, -87.724493)"
"361583"	40960	"Pulaski-Orange"	"04/17/2008"	"W"	5610	"(41.799756, -87.724493)"
"361598"	40960	"Pulaski-Orange"	"02/15/2014"	"A"	2092	"(41.799756, -87.724493)"
"361804"	40960	"Pulaski-Orange"	"02/25/2008"	"W"	5259	"(41.799756, -87.724493)"
"361805"	40960	"Pulaski-Orange"	"05/09/2001"	"W"	5658	"(41.799756, -87.724493)"
"361986"	40960	"Pulaski-Orange"	"02/24/2001"	"A"	1224	"(41.799756, -87.724493)"
"362080"	40960	"Pulaski-Orange"	"01/06/2004"	"W"	4620	"(41.799756, -87.724493)"
"362145"	40960	"Pulaski-Orange"	"03/17/2012"	"A"	3484	"(41.799756, -87.724493)"
"362330"	40960	"Pulaski-Orange"	"10/14/2005"	"W"	5605	"(41.799756, -87.724493)"
"362362"	40960	"Pulaski-Orange"	"08/04/2010"	"W"	4232	"(41.799756, -87.724493)"
"362517"	40960	"Pulaski-Orange"	"06/22/2006"	"W"	4638	"(41.799756, -87.724493)"
"362726"	40960	"Pulaski-Orange"	"08/01/2011"	"W"	4704	"(41.799756, -87.724493)"
"362792"	40960	"Pulaski-Orange"	"03/05/2012"	"W"	4348	"(41.799756, -87.724493)"
"363169"	40960	"Pulaski-Orange"	"02/19/2005"	"A"	1654	"(41.799756, -87.724493)"
"363241"	40960	"Pulaski-Orange"	"03/14/2002"	"W"	5635	"(41.799756, -87.724493)"
"363265"	40960	"Pulaski-Orange"	"08/23/2006"	"W"	4772	"(41.799756, -87.724493)"
"363302"	40960	"Pulaski-Orange"	"09/22/2017"	"W"	5787	"(41.799756, -87.724493)"
"363328"	40960	"Pulaski-Orange"	"01/04/2001"	"W"	3204	"(41.799756, -87.724493)"
"363400"	40960	"Pulaski-Orange"	"11/22/2016"	"W"	5588	"(41.799756, -87.724493)"
"363655"	40960	"Pulaski-Orange"	"08/29/2008"	"W"	4912	"(41.799756, -87.724493)"
"363791"	40960	"Pulaski-Orange"	"01/01/2010"	"U"	798	"(41.799756, -87.724493)"
"364050"	40960	"Pulaski-Orange"	"05/18/2017"	"W"	5389	"(41.799756, -87.724493)"
"364352"	40960	"Pulaski-Orange"	"11/21/2001"	"W"	5470	"(41.799756, -87.724493)"
"364444"	40960	"Pulaski-Orange"	"03/08/2013"	"W"	5087	"(41.799756, -87.724493)"
"364459"	40960	"Pulaski-Orange"	"12/04/2006"	"W"	5257	"(41.799756, -87.724493)"
"364480"	40960	"Pulaski-Orange"	"12/06/2014"	"A"	2631	"(41.799756, -87.724493)"
"365047"	40960	"Pulaski-Orange"	"04/12/2012"	"W"	5674	"(41.799756, -87.724493)"
"365199"	40960	"Pulaski-Orange"	"06/03/2004"	"W"	5425	"(41.799756, -87.724493)"
"365277"	40960	"Pulaski-Orange"	"08/07/2005"	"U"	1359	"(41.799756, -87.724493)"
"365393"	40960	"Pulaski-Orange"	"11/16/2008"	"U"	1145	"(41.799756, -87.724493)"
"365404"	40960	"Pulaski-Orange"	"11/17/2004"	"W"	5616	"(41.799756, -87.724493)"
"365669"	40960	"Pulaski-Orange"	"01/05/2007"	"W"	4149	"(41.799756, -87.724493)"
"365830"	40960	"Pulaski-Orange"	"12/02/2004"	"W"	5387	"(41.799756, -87.724493)"
"365897"	40960	"Pulaski-Orange"	"01/04/2016"	"W"	4687	"(41.799756, -87.724493)"
"366215"	40960	"Pulaski-Orange"	"06/24/2004"	"W"	4368	"(41.799756, -87.724493)"
"366686"	40960	"Pulaski-Orange"	"07/21/2013"	"U"	1954	"(41.799756, -87.724493)"
"366747"	40960	"Pulaski-Orange"	"04/20/2013"	"A"	2246	"(41.799756, -87.724493)"
"366996"	40960	"Pulaski-Orange"	"12/19/2012"	"W"	4974	"(41.799756, -87.724493)"
"367052"	40960	"Pulaski-Orange"	"07/09/2011"	"A"	2432	"(41.799756, -87.724493)"
"367177"	40960	"Pulaski-Orange"	"02/21/2016"	"U"	1443	"(41.799756, -87.724493)"
"367711"	40960	"Pulaski-Orange"	"05/07/2014"	"W"	5473	"(41.799756, -87.724493)"
"367981"	40960	"Pulaski-Orange"	"08/10/2017"	"W"	4932	"(41.799756, -87.724493)"
"368132"	40960	"Pulaski-Orange"	"08/19/2009"	"W"	4391	"(41.799756, -87.724493)"
"368195"	40960	"Pulaski-Orange"	"11/19/2012"	"W"	5751	"(41.799756, -87.724493)"
"368589"	40960	"Pulaski-Orange"	"09/10/2017"	"U"	1913	"(41.799756, -87.724493)"
"368927"	40960	"Pulaski-Orange"	"04/30/2002"	"W"	5582	"(41.799756, -87.724493)"
"369174"	40960	"Pulaski-Orange"	"09/01/2004"	"W"	4666	"(41.799756, -87.724493)"
"369188"	40960	"Pulaski-Orange"	"03/05/2001"	"W"	3937	"(41.799756, -87.724493)"
"369538"	40960	"Pulaski-Orange"	"12/18/2006"	"W"	5251	"(41.799756, -87.724493)"
"370209"	40960	"Pulaski-Orange"	"12/02/2009"	"W"	5208	"(41.799756, -87.724493)"
"370310"	40960	"Pulaski-Orange"	"01/27/2010"	"W"	4774	"(41.799756, -87.724493)"
"370323"	40960	"Pulaski-Orange"	"09/25/2012"	"W"	6072	"(41.799756, -87.724493)"
"370519"	40960	"Pulaski-Orange"	"04/16/2016"	"A"	2598	"(41.799756, -87.724493)"
"370762"	40960	"Pulaski-Orange"	"03/22/2001"	"W"	5616	"(41.799756, -87.724493)"
"370985"	40960	"Pulaski-Orange"	"11/30/2014"	"U"	1613	"(41.799756, -87.724493)"
"371421"	40960	"Pulaski-Orange"	"10/03/2013"	"W"	5852	"(41.799756, -87.724493)"
"371489"	40960	"Pulaski-Orange"	"11/22/2009"	"U"	1498	"(41.799756, -87.724493)"
"371511"	40960	"Pulaski-Orange"	"03/22/2007"	"W"	5291	"(41.799756, -87.724493)"
"371877"	40960	"Pulaski-Orange"	"02/26/2013"	"W"	5142	"(41.799756, -87.724493)"
"371997"	40960	"Pulaski-Orange"	"01/18/2003"	"A"	1231	"(41.799756, -87.724493)"
"372165"	40960	"Pulaski-Orange"	"03/17/2013"	"U"	1463	"(41.799756, -87.724493)"
"372254"	40960	"Pulaski-Orange"	"02/26/2006"	"U"	950	"(41.799756, -87.724493)"
"372473"	40960	"Pulaski-Orange"	"06/20/2015"	"A"	2666	"(41.799756, -87.724493)"
"372592"	40960	"Pulaski-Orange"	"06/07/2014"	"A"	2425	"(41.799756, -87.724493)"
"372685"	40960	"Pulaski-Orange"	"03/23/2001"	"W"	5306	"(41.799756, -87.724493)"
"372714"	40960	"Pulaski-Orange"	"10/12/2007"	"W"	5499	"(41.799756, -87.724493)"
"372732"	40960	"Pulaski-Orange"	"12/15/2012"	"A"	2110	"(41.799756, -87.724493)"
"372782"	40960	"Pulaski-Orange"	"09/17/2008"	"W"	6375	"(41.799756, -87.724493)"
"372808"	40960	"Pulaski-Orange"	"07/19/2005"	"W"	4820	"(41.799756, -87.724493)"
"372886"	40960	"Pulaski-Orange"	"01/15/2014"	"W"	5526	"(41.799756, -87.724493)"
"373168"	40960	"Pulaski-Orange"	"10/02/2008"	"W"	5955	"(41.799756, -87.724493)"
"373350"	40960	"Pulaski-Orange"	"03/15/2007"	"W"	5285	"(41.799756, -87.724493)"
"373425"	40960	"Pulaski-Orange"	"03/03/2017"	"W"	4937	"(41.799756, -87.724493)"
"373631"	40960	"Pulaski-Orange"	"09/05/2015"	"A"	2548	"(41.799756, -87.724493)"
"373846"	40960	"Pulaski-Orange"	"10/03/2015"	"A"	2599	"(41.799756, -87.724493)"
"374271"	40960	"Pulaski-Orange"	"10/11/2009"	"U"	1617	"(41.799756, -87.724493)"
"374354"	40960	"Pulaski-Orange"	"01/09/2004"	"W"	4904	"(41.799756, -87.724493)"
"374530"	40960	"Pulaski-Orange"	"06/17/2013"	"W"	5052	"(41.799756, -87.724493)"
"374587"	40960	"Pulaski-Orange"	"11/01/2005"	"W"	5535	"(41.799756, -87.724493)"
"374685"	40960	"Pulaski-Orange"	"01/25/2006"	"W"	5347	"(41.799756, -87.724493)"
"374848"	40960	"Pulaski-Orange"	"07/14/2001"	"A"	1627	"(41.799756, -87.724493)"
"374948"	40960	"Pulaski-Orange"	"10/30/2017"	"W"	5557	"(41.799756, -87.724493)"
"375054"	40960	"Pulaski-Orange"	"01/25/2005"	"W"	5227	"(41.799756, -87.724493)"
"375150"	40960	"Pulaski-Orange"	"01/07/2007"	"U"	1010	"(41.799756, -87.724493)"
"375233"	40960	"Pulaski-Orange"	"01/23/2008"	"W"	5106	"(41.799756, -87.724493)"
"375384"	40960	"Pulaski-Orange"	"12/17/2010"	"W"	4272	"(41.799756, -87.724493)"
"375543"	40960	"Pulaski-Orange"	"02/18/2015"	"W"	5125	"(41.799756, -87.724493)"
"375683"	40960	"Pulaski-Orange"	"07/14/2003"	"W"	4925	"(41.799756, -87.724493)"
"375805"	40960	"Pulaski-Orange"	"11/03/2007"	"A"	2102	"(41.799756, -87.724493)"
"376003"	40960	"Pulaski-Orange"	"08/13/2015"	"W"	5257	"(41.799756, -87.724493)"
"376244"	40960	"Pulaski-Orange"	"08/08/2012"	"W"	4810	"(41.799756, -87.724493)"
"376710"	40960	"Pulaski-Orange"	"04/10/2007"	"W"	5457	"(41.799756, -87.724493)"
"376727"	40960	"Pulaski-Orange"	"01/09/2005"	"U"	800	"(41.799756, -87.724493)"
"377553"	40960	"Pulaski-Orange"	"05/28/2009"	"W"	4831	"(41.799756, -87.724493)"
"377867"	40960	"Pulaski-Orange"	"10/11/2001"	"W"	5816	"(41.799756, -87.724493)"
"377920"	40960	"Pulaski-Orange"	"05/10/2008"	"A"	1954	"(41.799756, -87.724493)"
"377951"	40960	"Pulaski-Orange"	"03/21/2001"	"W"	5606	"(41.799756, -87.724493)"
"378438"	40960	"Pulaski-Orange"	"05/27/2008"	"W"	5162	"(41.799756, -87.724493)"
"378486"	40960	"Pulaski-Orange"	"09/08/2004"	"W"	5527	"(41.799756, -87.724493)"
"378557"	40960	"Pulaski-Orange"	"06/17/2004"	"W"	5154	"(41.799756, -87.724493)"
"378619"	40960	"Pulaski-Orange"	"02/06/2016"	"A"	2138	"(41.799756, -87.724493)"
"378785"	40960	"Pulaski-Orange"	"10/07/2003"	"W"	6182	"(41.799756, -87.724493)"
"379056"	40960	"Pulaski-Orange"	"07/31/2012"	"W"	4763	"(41.799756, -87.724493)"
"379218"	40960	"Pulaski-Orange"	"01/24/2017"	"W"	5342	"(41.799756, -87.724493)"
"379231"	40960	"Pulaski-Orange"	"07/03/2015"	"U"	3607	"(41.799756, -87.724493)"
"379409"	40960	"Pulaski-Orange"	"01/22/2006"	"U"	912	"(41.799756, -87.724493)"
"379488"	40960	"Pulaski-Orange"	"03/31/2001"	"A"	1359	"(41.799756, -87.724493)"
"379824"	40960	"Pulaski-Orange"	"09/17/2013"	"W"	5947	"(41.799756, -87.724493)"
"379834"	40960	"Pulaski-Orange"	"12/08/2010"	"W"	4966	"(41.799756, -87.724493)"
"379863"	40960	"Pulaski-Orange"	"03/18/2011"	"W"	4904	"(41.799756, -87.724493)"
"379944"	40960	"Pulaski-Orange"	"06/07/2013"	"W"	5298	"(41.799756, -87.724493)"
"379964"	40960	"Pulaski-Orange"	"04/21/2013"	"U"	1461	"(41.799756, -87.724493)"
"380141"	40960	"Pulaski-Orange"	"04/25/2006"	"W"	5276	"(41.799756, -87.724493)"
"380191"	40960	"Pulaski-Orange"	"10/17/2015"	"A"	2762	"(41.799756, -87.724493)"
"380311"	40960	"Pulaski-Orange"	"02/24/2010"	"W"	4856	"(41.799756, -87.724493)"
"380318"	40960	"Pulaski-Orange"	"03/09/2011"	"W"	5121	"(41.799756, -87.724493)"
"380386"	40960	"Pulaski-Orange"	"12/26/2011"	"U"	2064	"(41.799756, -87.724493)"
"380933"	40960	"Pulaski-Orange"	"04/28/2011"	"W"	4800	"(41.799756, -87.724493)"
"381154"	40960	"Pulaski-Orange"	"06/28/2010"	"W"	4720	"(41.799756, -87.724493)"
"381716"	40960	"Pulaski-Orange"	"10/21/2011"	"W"	5458	"(41.799756, -87.724493)"
"381775"	40960	"Pulaski-Orange"	"06/03/2011"	"W"	6008	"(41.799756, -87.724493)"
"381809"	40960	"Pulaski-Orange"	"03/13/2017"	"W"	4970	"(41.799756, -87.724493)"
"382080"	40960	"Pulaski-Orange"	"07/18/2003"	"W"	4644	"(41.799756, -87.724493)"
"382200"	40960	"Pulaski-Orange"	"12/19/2016"	"W"	4138	"(41.799756, -87.724493)"
"382323"	40960	"Pulaski-Orange"	"09/19/2011"	"W"	5630	"(41.799756, -87.724493)"
"382410"	40960	"Pulaski-Orange"	"08/28/2014"	"W"	5512	"(41.799756, -87.724493)"
"382511"	40960	"Pulaski-Orange"	"05/14/2006"	"U"	1192	"(41.799756, -87.724493)"
"382722"	40960	"Pulaski-Orange"	"03/21/2015"	"A"	2340	"(41.799756, -87.724493)"
"382723"	40960	"Pulaski-Orange"	"12/15/2014"	"W"	5004	"(41.799756, -87.724493)"
"382779"	40960	"Pulaski-Orange"	"04/04/2014"	"W"	5204	"(41.799756, -87.724493)"
"383189"	40960	"Pulaski-Orange"	"12/07/2013"	"A"	2209	"(41.799756, -87.724493)"
"383267"	40960	"Pulaski-Orange"	"11/12/2017"	"U"	1551	"(41.799756, -87.724493)"
"383371"	40960	"Pulaski-Orange"	"11/22/2014"	"A"	2847	"(41.799756, -87.724493)"
"383664"	40960	"Pulaski-Orange"	"08/31/2009"	"W"	4490	"(41.799756, -87.724493)"
"383707"	40960	"Pulaski-Orange"	"11/01/2001"	"W"	5639	"(41.799756, -87.724493)"
"384051"	40960	"Pulaski-Orange"	"04/22/2009"	"W"	4664	"(41.799756, -87.724493)"
"384096"	40960	"Pulaski-Orange"	"05/27/2005"	"W"	5192	"(41.799756, -87.724493)"
"384105"	40960	"Pulaski-Orange"	"08/01/2009"	"A"	1943	"(41.799756, -87.724493)"
"384174"	40960	"Pulaski-Orange"	"04/04/2009"	"A"	1893	"(41.799756, -87.724493)"
"384264"	40960	"Pulaski-Orange"	"03/15/2016"	"W"	5615	"(41.799756, -87.724493)"
"384393"	40960	"Pulaski-Orange"	"05/16/2004"	"U"	1019	"(41.799756, -87.724493)"
"384533"	40960	"Pulaski-Orange"	"01/30/2008"	"W"	4888	"(41.799756, -87.724493)"
"384599"	40960	"Pulaski-Orange"	"05/12/2001"	"A"	1426	"(41.799756, -87.724493)"
"384860"	40960	"Pulaski-Orange"	"02/21/2002"	"W"	5504	"(41.799756, -87.724493)"
"384955"	40960	"Pulaski-Orange"	"03/22/2009"	"U"	1247	"(41.799756, -87.724493)"
"385061"	40960	"Pulaski-Orange"	"10/17/2010"	"U"	1629	"(41.799756, -87.724493)"
"385467"	40960	"Pulaski-Orange"	"08/16/2002"	"W"	4514	"(41.799756, -87.724493)"
"385472"	40960	"Pulaski-Orange"	"06/17/2016"	"W"	5528	"(41.799756, -87.724493)"
"385594"	40960	"Pulaski-Orange"	"05/03/2016"	"W"	5383	"(41.799756, -87.724493)"
"385703"	40960	"Pulaski-Orange"	"06/08/2005"	"W"	5297	"(41.799756, -87.724493)"
"385988"	40960	"Pulaski-Orange"	"01/11/2008"	"W"	5229	"(41.799756, -87.724493)"
"386356"	40960	"Pulaski-Orange"	"11/28/2015"	"A"	2197	"(41.799756, -87.724493)"
"386524"	40960	"Pulaski-Orange"	"05/03/2002"	"W"	5246	"(41.799756, -87.724493)"
"386595"	40960	"Pulaski-Orange"	"05/20/2006"	"A"	2089	"(41.799756, -87.724493)"
"386678"	40960	"Pulaski-Orange"	"01/06/2005"	"W"	4602	"(41.799756, -87.724493)"
"387004"	40960	"Pulaski-Orange"	"08/10/2005"	"W"	4600	"(41.799756, -87.724493)"
"387057"	40960	"Pulaski-Orange"	"12/30/2011"	"W"	3501	"(41.799756, -87.724493)"
"387339"	40960	"Pulaski-Orange"	"02/12/2011"	"A"	2058	"(41.799756, -87.724493)"
"387376"	40960	"Pulaski-Orange"	"10/10/2016"	"W"	4663	"(41.799756, -87.724493)"
"387388"	40960	"Pulaski-Orange"	"11/20/2011"	"U"	1536	"(41.799756, -87.724493)"
"387649"	40960	"Pulaski-Orange"	"01/24/2013"	"W"	5181	"(41.799756, -87.724493)"
"387658"	40960	"Pulaski-Orange"	"12/02/2006"	"A"	1763	"(41.799756, -87.724493)"
"388082"	40960	"Pulaski-Orange"	"12/06/2006"	"W"	5439	"(41.799756, -87.724493)"
"388201"	40960	"Pulaski-Orange"	"05/04/2010"	"W"	5020	"(41.799756, -87.724493)"
"388247"	40960	"Pulaski-Orange"	"12/17/2016"	"A"	2054	"(41.799756, -87.724493)"
"388327"	40960	"Pulaski-Orange"	"10/30/2001"	"W"	5802	"(41.799756, -87.724493)"
"388449"	40960	"Pulaski-Orange"	"04/11/2008"	"W"	4661	"(41.799756, -87.724493)"
"388665"	40960	"Pulaski-Orange"	"02/27/2011"	"U"	1241	"(41.799756, -87.724493)"
"388744"	40960	"Pulaski-Orange"	"05/05/2003"	"W"	5364	"(41.799756, -87.724493)"
"388786"	40960	"Pulaski-Orange"	"08/30/2017"	"W"	5711	"(41.799756, -87.724493)"
"388901"	40960	"Pulaski-Orange"	"08/02/2001"	"W"	4475	"(41.799756, -87.724493)"
"389217"	40960	"Pulaski-Orange"	"06/27/2017"	"W"	5062	"(41.799756, -87.724493)"
"389682"	40960	"Pulaski-Orange"	"11/13/2002"	"W"	5901	"(41.799756, -87.724493)"
"389727"	40960	"Pulaski-Orange"	"06/21/2006"	"W"	4813	"(41.799756, -87.724493)"
"389862"	40960	"Pulaski-Orange"	"08/24/2010"	"W"	4554	"(41.799756, -87.724493)"
"390014"	40960	"Pulaski-Orange"	"09/27/2014"	"A"	2738	"(41.799756, -87.724493)"
"390290"	40960	"Pulaski-Orange"	"11/30/2011"	"W"	5464	"(41.799756, -87.724493)"
"390291"	40960	"Pulaski-Orange"	"03/05/2005"	"A"	1656	"(41.799756, -87.724493)"
"390407"	40960	"Pulaski-Orange"	"02/02/2007"	"W"	4699	"(41.799756, -87.724493)"
"390439"	40960	"Pulaski-Orange"	"10/15/2001"	"W"	5609	"(41.799756, -87.724493)"
"390460"	40960	"Pulaski-Orange"	"08/18/2004"	"W"	4587	"(41.799756, -87.724493)"
"390806"	40960	"Pulaski-Orange"	"01/10/2016"	"U"	1128	"(41.799756, -87.724493)"
"390820"	40960	"Pulaski-Orange"	"06/28/2012"	"W"	4980	"(41.799756, -87.724493)"
"391054"	40960	"Pulaski-Orange"	"03/02/2012"	"W"	5032	"(41.799756, -87.724493)"
"391349"	40960	"Pulaski-Orange"	"09/29/2007"	"A"	2275	"(41.799756, -87.724493)"
"391355"	40960	"Pulaski-Orange"	"12/16/2002"	"W"	5305	"(41.799756, -87.724493)"
"391728"	40960	"Pulaski-Orange"	"11/05/2017"	"U"	1536	"(41.799756, -87.724493)"
"391736"	40960	"Pulaski-Orange"	"12/25/2002"	"U"	412	"(41.799756, -87.724493)"
"392279"	40960	"Pulaski-Orange"	"09/30/2015"	"W"	6332	"(41.799756, -87.724493)"
"392341"	40960	"Pulaski-Orange"	"01/04/2014"	"A"	1636	"(41.799756, -87.724493)"
"392412"	40960	"Pulaski-Orange"	"07/01/2008"	"W"	5728	"(41.799756, -87.724493)"
"392762"	40960	"Pulaski-Orange"	"05/14/2012"	"W"	5128	"(41.799756, -87.724493)"
"392852"	40960	"Pulaski-Orange"	"02/24/2007"	"A"	1569	"(41.799756, -87.724493)"
"392961"	40960	"Pulaski-Orange"	"03/15/2015"	"U"	1728	"(41.799756, -87.724493)"
"393090"	40960	"Pulaski-Orange"	"10/05/2013"	"A"	2342	"(41.799756, -87.724493)"
"393139"	40960	"Pulaski-Orange"	"12/22/2004"	"W"	3612	"(41.799756, -87.724493)"
"393313"	40960	"Pulaski-Orange"	"05/13/2002"	"W"	5271	"(41.799756, -87.724493)"
"393492"	40960	"Pulaski-Orange"	"06/18/2012"	"W"	4830	"(41.799756, -87.724493)"
"393553"	40960	"Pulaski-Orange"	"01/01/2003"	"U"	595	"(41.799756, -87.724493)"
"393618"	40960	"Pulaski-Orange"	"01/25/2002"	"W"	5625	"(41.799756, -87.724493)"
"393652"	40960	"Pulaski-Orange"	"08/24/2002"	"A"	1703	"(41.799756, -87.724493)"
"394046"	40960	"Pulaski-Orange"	"03/23/2016"	"W"	5103	"(41.799756, -87.724493)"
"394055"	40960	"Pulaski-Orange"	"04/29/2011"	"W"	5132	"(41.799756, -87.724493)"
"394311"	40960	"Pulaski-Orange"	"05/25/2009"	"U"	1199	"(41.799756, -87.724493)"
"394422"	40960	"Pulaski-Orange"	"05/14/2002"	"W"	5591	"(41.799756, -87.724493)"
"394551"	40960	"Pulaski-Orange"	"02/18/2002"	"W"	3260	"(41.799756, -87.724493)"
"394573"	40960	"Pulaski-Orange"	"11/15/2005"	"W"	5513	"(41.799756, -87.724493)"
"394682"	40960	"Pulaski-Orange"	"10/28/2004"	"W"	5548	"(41.799756, -87.724493)"
"394941"	40960	"Pulaski-Orange"	"06/08/2002"	"A"	1657	"(41.799756, -87.724493)"
"394959"	40960	"Pulaski-Orange"	"03/19/2005"	"A"	1729	"(41.799756, -87.724493)"
"394977"	40960	"Pulaski-Orange"	"08/02/2002"	"W"	4765	"(41.799756, -87.724493)"
"395070"	40960	"Pulaski-Orange"	"02/15/2013"	"W"	5110	"(41.799756, -87.724493)"
"395165"	40960	"Pulaski-Orange"	"11/09/2010"	"W"	5331	"(41.799756, -87.724493)"
"395203"	40960	"Pulaski-Orange"	"11/28/2004"	"U"	1122	"(41.799756, -87.724493)"
"395281"	40960	"Pulaski-Orange"	"07/03/2011"	"U"	2509	"(41.799756, -87.724493)"
"395570"	40960	"Pulaski-Orange"	"01/10/2005"	"W"	5112	"(41.799756, -87.724493)"
"395964"	40960	"Pulaski-Orange"	"03/27/2006"	"W"	5259	"(41.799756, -87.724493)"
"396047"	40960	"Pulaski-Orange"	"12/10/2004"	"W"	5098	"(41.799756, -87.724493)"
"396051"	40960	"Pulaski-Orange"	"04/16/2010"	"W"	4998	"(41.799756, -87.724493)"
"396236"	40960	"Pulaski-Orange"	"12/05/2005"	"W"	4999	"(41.799756, -87.724493)"
"396286"	40960	"Pulaski-Orange"	"09/25/2011"	"U"	1554	"(41.799756, -87.724493)"
"396397"	40960	"Pulaski-Orange"	"12/24/2016"	"A"	1426	"(41.799756, -87.724493)"
"396446"	40960	"Pulaski-Orange"	"04/05/2015"	"U"	1419	"(41.799756, -87.724493)"
"396528"	40960	"Pulaski-Orange"	"02/03/2005"	"W"	5377	"(41.799756, -87.724493)"
"396698"	40960	"Pulaski-Orange"	"11/16/2013"	"A"	2288	"(41.799756, -87.724493)"
"396718"	40960	"Pulaski-Orange"	"05/06/2017"	"A"	2394	"(41.799756, -87.724493)"
"396760"	40960	"Pulaski-Orange"	"06/01/2016"	"W"	5404	"(41.799756, -87.724493)"
"396770"	40960	"Pulaski-Orange"	"06/28/2006"	"W"	4943	"(41.799756, -87.724493)"
"396782"	40960	"Pulaski-Orange"	"09/16/2015"	"W"	6322	"(41.799756, -87.724493)"
"396823"	40960	"Pulaski-Orange"	"09/12/2006"	"W"	5911	"(41.799756, -87.724493)"
"397122"	40960	"Pulaski-Orange"	"06/20/2014"	"W"	4751	"(41.799756, -87.724493)"
"397151"	40960	"Pulaski-Orange"	"06/17/2002"	"W"	5177	"(41.799756, -87.724493)"
"397218"	40960	"Pulaski-Orange"	"05/19/2016"	"W"	5382	"(41.799756, -87.724493)"
"397442"	40960	"Pulaski-Orange"	"02/16/2012"	"W"	5475	"(41.799756, -87.724493)"
"397489"	40960	"Pulaski-Orange"	"10/14/2015"	"W"	6208	"(41.799756, -87.724493)"
"397523"	40960	"Pulaski-Orange"	"11/30/2002"	"A"	1330	"(41.799756, -87.724493)"
"397598"	40960	"Pulaski-Orange"	"10/23/2010"	"A"	1977	"(41.799756, -87.724493)"
"397705"	40960	"Pulaski-Orange"	"11/22/2001"	"U"	668	"(41.799756, -87.724493)"
"397934"	40960	"Pulaski-Orange"	"08/31/2006"	"W"	4851	"(41.799756, -87.724493)"
"398112"	40960	"Pulaski-Orange"	"12/19/2009"	"A"	1718	"(41.799756, -87.724493)"
"398155"	40960	"Pulaski-Orange"	"07/31/2017"	"W"	4637	"(41.799756, -87.724493)"
"398215"	40960	"Pulaski-Orange"	"11/05/2006"	"U"	1308	"(41.799756, -87.724493)"
"398303"	40960	"Pulaski-Orange"	"08/22/2011"	"W"	4745	"(41.799756, -87.724493)"
"398588"	40960	"Pulaski-Orange"	"03/03/2013"	"U"	1338	"(41.799756, -87.724493)"
"398739"	40960	"Pulaski-Orange"	"02/18/2003"	"W"	5380	"(41.799756, -87.724493)"
"398808"	40960	"Pulaski-Orange"	"05/07/2004"	"W"	5027	"(41.799756, -87.724493)"
"398932"	40960	"Pulaski-Orange"	"05/06/2012"	"U"	1668	"(41.799756, -87.724493)"
"399123"	40960	"Pulaski-Orange"	"08/28/2016"	"U"	1707	"(41.799756, -87.724493)"
"399230"	40960	"Pulaski-Orange"	"12/11/2007"	"W"	5226	"(41.799756, -87.724493)"
"399238"	40960	"Pulaski-Orange"	"11/19/2004"	"W"	5350	"(41.799756, -87.724493)"
"399377"	40960	"Pulaski-Orange"	"04/21/2007"	"A"	2075	"(41.799756, -87.724493)"
"400090"	40960	"Pulaski-Orange"	"10/29/2004"	"W"	5344	"(41.799756, -87.724493)"
"400221"	40960	"Pulaski-Orange"	"11/06/2001"	"W"	5822	"(41.799756, -87.724493)"
"400329"	40960	"Pulaski-Orange"	"08/19/2014"	"W"	4443	"(41.799756, -87.724493)"
"400616"	40960	"Pulaski-Orange"	"08/20/2017"	"U"	2042	"(41.799756, -87.724493)"
"400627"	40960	"Pulaski-Orange"	"12/26/2009"	"A"	1430	"(41.799756, -87.724493)"
"400822"	40960	"Pulaski-Orange"	"07/03/2016"	"U"	2074	"(41.799756, -87.724493)"
